CL,HO,NG,RB
1.0,0.8197173698277923,0.22667950445061766,0.7471603198914348
0.8197173698277923,1.0,0.28885141798816494,0.7837845616467392
0.22667950445061766,0.28885141798816494,1.0,0.22917438279250463
0.7471603198914348,0.7837845616467392,0.22917438279250463,1.0
