ZB,ZF,ZN,ZT
1.0,0.8405927633628006,0.9256322311371087,0.6591174825730227
0.8405927633628006,1.0,0.9637535585364164,0.9072509971383531
0.9256322311371087,0.9637535585364164,1.0,0.8187408711687114
0.6591174825730227,0.9072509971383531,0.8187408711687114,1.0
