GC,HG,PA,PL,SI
1.0,0.3139894374780372,0.38694375289174976,0.5486114445368753,0.777520092951328
0.3139894374780372,1.0,0.3597538058631855,0.3542436226300271,0.4088189904711368
0.38694375289174976,0.3597538058631855,1.0,0.5894228531110431,0.4646648818168549
0.5486114445368753,0.3542436226300271,0.5894228531110431,1.0,0.5891034375159536
0.777520092951328,0.4088189904711368,0.4646648818168549,0.5891034375159536,1.0
